step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,16,0,0,0,16,0,0.0,0.0,13.216909670014866,0,0.0,0.9494411820303135,0,0.0,0.9459557988862756,0,0.0,1.0,0,0.0,1.0,0,0.0,0.950042063320715,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9494326684416714,0,0.0,0.9512974360934986,0,0.0,0.9516685612501706,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9558121890515128,0,0.0,1.0,0,0.0
10.0,32,0,0,0,32,0,0.0,0.0,13.291974570660738,0,0.0,0.9737129258077435,0,0.0,0.9737202734144839,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9709977592786531,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9740520365580787,0,0.0,0.973962849242851,0,0.0,0.9756151660712696,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8817390975984567,0,0.0,1.0,0,0.0
15.0,40,0,1,0,40,0,2.0,0.05,12.069596274360988,0,0.0,0.9368744409911672,0,0.0,0.8066350419946762,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9443773082743236,0,0.0,0.717944570074836,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9494921085845112,1,2.0,0.7079758196821807,0,0.0,0.9557594433883619,0,0.0,0.8302334246183294,0,0.0,0.974557160731381,0,0.0,1.0,0,0.0,0.8766694190473849,0,0.0,0.6746930036477066,1,2.0
20.0,56,0,6,0,56,0,21.0,0.375,10.765449590568888,1,2.0,0.8020296678159801,2,7.0,0.596765846061624,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9668499999823604,0,0.0,0.9383087751226954,0,0.0,1.0,0,0.0,1.0,1,1.0,0.6070689361332073,2,11.0,0.47793123263962606,0,0.0,0.9557509684337964,0,0.0,0.9509535624842487,0,0.0,0.8451550362703169,0,0.0,1.0,0,0.0,0.9506970909057083,0,0.0,0.9518954717742715,6,21.0
25.0,72,0,7,0,72,0,19.0,0.2638888888888889,9.26017687930972,2,11.0,0.6190025550310256,0,4.0,0.7367728622428861,0,0.0,1.0,0,0.0,1.0,1,1.0,0.7618417022663799,0,0.0,0.7784031657652689,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8259454297013996,0,4.0,0.5389674031314702,1,2.0,0.7763726622417018,0,0.0,0.798858461622223,1,6.0,0.2753415307941805,0,0.0,1.0,2,3.0,0.6342807140307262,0,0.0,0.5293845301491044,7,31.0
30.0,80,0,16,0,80,0,54.0,0.675,8.6761937940519,1,6.0,0.5969292081581878,3,6.0,0.640092794926379,0,2.0,0.37095616709155316,0,0.0,1.0,1,6.0,0.4919675102154273,2,4.0,0.2712154487217219,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8769183082393869,0,0.0,0.9683360094099539,1,9.0,0.6934785015838506,2,10.0,0.6887747308161706,0,4.0,0.9354631337170062,0,4.0,0.824119986252014,3,15.0,0.3962603410796809,3,9.0,0.0002121768338824526,16,75.0
35.0,96,0,13,0,96,0,60.0,0.625,8.087647540330822,1,6.0,0.7349595900164261,2,10.0,0.39959707300838243,0,2.0,0.9540859882678064,0,0.0,1.0,0,2.0,0.602142435578552,0,5.0,0.31588732273998427,0,0.0,1.0,0,0.0,1.0,1,4.0,0.7209303498250713,1,1.0,0.5400678294091241,0,4.0,0.7841800380960673,5,25.0,0.5390426972705447,0,4.0,0.9120693174548623,0,4.0,0.9134238003337859,0,9.0,0.47886559758886577,3,26.0,0.09390250814388092,13,102.0
40.0,112,0,21,0,112,0,135.0,1.2053571428571428,8.401726836702624,1,1.0,0.7088624329476619,3,20.0,0.47125735666183666,0,2.0,0.8586082163571658,0,0.0,1.0,0,0.0,0.9568500865822804,0,4.0,0.8801116175452129,0,4.0,0.9490640435874087,0,0.0,1.0,2,12.0,0.6523278179053319,3,14.0,0.4468382017556108,2,11.0,0.7454070907176861,5,48.0,0.2763280270412799,0,2.0,0.5536754687161868,2,6.0,0.18940083209558778,0,2.0,0.8570131380224953,3,43.0,0.6486076741319923,21,169.0
45.0,120,0,19,0,120,0,178.0,1.4833333333333334,8.508881103766889,3,11.0,0.6841094915661943,0,11.0,0.6899255065267402,0,0.0,0.9922308666523109,0,4.0,0.43552784680039414,0,0.0,0.9716686147763538,0,4.0,0.9247992276632037,0,4.0,0.8354748971301286,0,0.0,1.0,0,6.0,0.80411359328531,0,10.0,0.4647645319375275,3,21.0,0.4387439439687609,7,85.0,0.09807309539172923,3,15.0,0.06616938973509567,0,9.0,0.17025844198169268,0,2.0,0.9359084978086242,3,58.0,0.7372970506850394,19,240.0
50.0,136,0,21,0,136,0,238.0,1.75,8.101810606651835,0,4.0,0.6282845274695695,0,4.0,0.8693945416913299,0,2.0,0.4826890762682754,0,4.0,0.8337525897151098,0,0.0,0.8783016078357214,0,2.0,0.6155335829875013,2,7.0,0.4633884513087005,0,0.0,1.0,1,5.0,0.47857242882865497,0,0.0,0.8520688309012165,6,51.0,0.3347852402331595,7,120.0,0.3991640126506028,0,16.0,0.6110230405488588,0,4.0,0.78499828210665,1,1.0,0.7775864211990727,4,74.0,0.347500006270226,21,294.0
