step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,16,0,0,0,16,0,0.0,0.0,12.75532521995552,0,0.0,0.9313971877256848,0,0.0,0.9172126254371755,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9274478529745199,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9318224150918716,0,0.0,0.935310129326471,0,0.0,0.932694070654656,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9318676417409111,0,0.0,1.0,0,0.0
10.0,32,0,0,0,32,0,0.0,0.0,12.904550026896384,0,0.0,0.9469826817368505,0,0.0,0.945123502508596,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9529023771062104,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9510940316149564,0,0.0,0.9514678123625451,0,0.0,0.8227487714469056,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9535159579052539,0,0.0,1.0,0,0.0
15.0,40,0,1,0,40,0,1.0,0.025,11.529692559768582,1,1.0,0.7839263138885127,0,0.0,0.8836207485613046,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9644261477428441,0,0.0,0.7590745190522482,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6399321985331705,0,0.0,0.9534643161066545,0,0.0,0.9654450370956016,0,0.0,0.3765712573540187,0,0.0,1.0,0,0.0,0.9610639420687814,0,0.0,0.9592191253808876,0,0.0,0.8980649761662081,1,1.0
20.0,56,0,6,0,56,0,22.0,0.39285714285714285,10.81497033506584,2,9.0,0.6753166704782195,2,5.0,0.610341142510147,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9627934470400152,0,0.0,0.9408276865509017,0,0.0,1.0,0,0.0,1.0,2,8.0,0.4933026103620315,0,0.0,0.9340976021460723,0,0.0,0.9358077431734518,0,0.0,0.9636808301696759,0,0.0,1.0,0,0.0,0.9741972239771178,0,0.0,0.9294029510810545,0,0.0,0.9592827104234672,6,22.0
25.0,72,0,0,0,72,0,0.0,0.0,10.666539649734025,0,2.0,0.7454059039806804,0,4.0,0.6766758019153749,0,0.0,1.0,0,0.0,0.93731465409252,0,0.0,0.9645289565173318,0,0.0,0.8270681541240158,0,0.0,1.0,0,0.0,1.0,0,5.0,0.601016478971814,0,0.0,0.9784306312689576,0,4.0,0.7785128079446237,0,4.0,0.8201877676452733,0,4.0,0.4664565833092369,0,0.0,0.9581088085999351,0,0.0,0.8169788453077673,0,0.0,0.6849788313096428,0,23.0
30.0,80,0,9,0,80,0,22.0,0.275,9.958468135515739,2,6.0,0.7352707133457622,1,3.0,0.5772991541925195,0,0.0,1.0,0,0.0,0.9590619179616022,0,0.0,0.9702435503118878,1,3.0,0.43000127371505736,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9411344303934551,0,0.0,0.9592304084099332,1,5.0,0.8425787057987858,0,4.0,0.6382951814950695,0,4.0,0.9187654548110054,0,0.0,0.9824603004237755,2,5.0,0.4818455568586204,2,4.0,0.2278231088693745,9,34.0
35.0,96,0,6,0,96,0,22.0,0.22916666666666666,9.537867033318,0,0.0,0.6530995739329728,0,7.0,0.6443611785533323,0,4.0,0.4695582088480369,0,0.0,0.6368776942388771,0,0.0,0.9531215741608431,0,3.0,0.7302005146596221,0,3.0,0.45037429657981004,0,0.0,1.0,0,4.0,0.7168600383474552,0,0.0,0.9577128253764091,3,13.0,0.7318207872136714,3,15.0,0.5812232264752812,0,4.0,0.8695236750479955,0,0.0,0.969590631774289,0,2.0,0.564286332726795,0,7.0,0.3535722788821547,6,62.0
40.0,112,0,18,0,112,0,77.0,0.6875,9.667279015047667,2,6.0,0.6945113416604524,2,7.0,0.7007996306677788,0,4.0,0.9196023432670659,2,4.0,0.5674558936625982,0,0.0,0.9483895508037864,0,0.0,0.9332465173786669,0,3.0,0.836067369301267,0,0.0,1.0,1,6.0,0.7487105451755548,0,0.0,0.967323569330394,4,25.0,0.5467339757564431,4,32.0,0.4346083353126706,1,4.0,0.28385733779763894,2,3.0,0.5364010533302189,0,0.0,0.967725187358059,0,4.0,0.8795557793848263,18,98.0
45.0,120,0,11,0,120,0,39.0,0.325,8.752518525031526,0,2.0,0.6558119544661533,0,6.0,0.6954908381347877,0,4.0,0.8740480444657168,0,0.0,0.4304125711062052,0,0.0,0.9445561116196516,0,0.0,0.7595596797796045,0,3.0,0.9244529336635995,0,4.0,0.4145159657281865,0,4.0,0.859345816954924,0,0.0,0.9528247148809781,1,25.0,0.33784241072742915,2,24.0,0.16502878694074855,6,30.0,0.16220268360576998,2,13.0,0.6016988587585095,0,0.0,0.9196570634092412,0,2.0,0.8781033859449799,11,117.0
50.0,136,0,20,0,136,0,67.0,0.49264705882352944,8.371413772293996,2,6.0,0.6618126651297322,2,8.0,0.5091339434204062,2,11.0,0.17247717842909735,0,4.0,0.4056744147838047,0,0.0,0.9545302274137974,3,8.0,0.537764791180096,0,1.0,0.4179615346370463,0,4.0,0.9341290509691497,2,8.0,0.4845735020838588,0,0.0,0.94144942490859,3,19.0,0.6608366489777432,3,27.0,0.6644110393144167,1,35.0,0.6469468328803664,0,2.0,0.5574272580039826,1,1.0,0.6557434237979838,1,4.0,0.3968345234556053,20,138.0
