step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,2,0,0,0,2,0,0.0,0.0,12.017270499840379,0,0.0,0.8682256977758473,0,0.0
20.0,2,0,0,0,2,0,0.0,0.0,13.795328262755563,0,0.0,0.9871270996702108,0,0.0
25.0,2,0,0,0,2,0,0.0,0.0,13.702199300371491,0,0.0,0.9804452627010308,0,0.0
30.0,3,0,0,0,3,0,0.0,0.0,13.220271284283703,0,0.0,0.9237085016738682,0,0.0
35.0,4,0,0,0,4,0,0.0,0.0,13.326420227660822,0,0.0,0.9211538867949455,0,0.0
40.0,5,0,0,0,5,0,0.0,0.0,14.023847147297321,0,0.0,0.9383033957274817,0,0.0
45.0,6,0,0,0,6,0,0.0,0.0,14.435874064691184,0,0.0,0.9829229173885531,0,0.0
50.0,6,0,0,0,6,0,0.0,0.0,14.499514712038517,0,0.0,0.9857918274252251,0,0.0
55.0,8,0,0,0,8,0,0.0,0.0,13.618065782646815,0,0.0,0.9229757218846515,0,0.0
60.0,10,0,0,0,10,0,0.0,0.0,13.816084687331175,0,0.0,0.9507266107616081,0,0.0
65.0,12,0,0,0,12,0,0.0,0.0,13.93164953085922,0,0.0,0.9687026279538293,0,0.0
70.0,12,0,0,0,12,0,0.0,0.0,14.108080117554854,0,0.0,0.9820503617886079,0,0.0
75.0,14,0,1,0,14,0,1.0,0.07142857142857142,12.9457706232387,1,1.0,0.9074089788880106,1,1.0
80.0,14,0,1,0,14,0,6.0,0.42857142857142855,11.786561885554514,1,6.0,0.8250728875299299,1,6.0
85.0,16,0,3,0,16,0,17.0,1.0625,10.67410724006799,3,17.0,0.7345346090583293,3,17.0
90.0,16,0,3,0,16,0,32.0,2.0,11.13241560811885,3,32.0,0.768261958492039,3,32.0
95.0,19,1,3,0,19,0,47.0,2.473684210526316,11.031130355952312,3,47.0,0.7518203061692789,3,47.0
100.0,24,0,3,0,24,0,62.0,2.5833333333333335,11.460350089625756,3,62.0,0.8071877399057222,3,62.0
