step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,2,0,0,0,2,0,0.0,0.0,12.314221713226289,0,0.0,0.9250916880769031,0,0.0
20.0,2,0,0,0,2,0,0.0,0.0,13.087373087394688,0,0.0,0.9829013285907767,0,0.0
25.0,2,0,0,0,2,0,0.0,0.0,13.05166639915219,0,0.0,0.9803416283252688,0,0.0
30.0,3,0,0,0,3,0,0.0,0.0,13.014239908725449,0,0.0,0.9673997399235722,0,0.0
35.0,4,0,0,0,4,0,0.0,0.0,12.849344924860564,0,0.0,0.9221840102263968,0,0.0
40.0,5,0,0,0,5,0,0.0,0.0,13.585150707091108,0,0.0,0.9891951277699043,0,0.0
45.0,6,0,0,0,6,0,0.0,0.0,13.381719044329673,0,0.0,0.9786757354982045,0,0.0
50.0,6,0,0,0,6,0,0.0,0.0,13.442285789272352,0,0.0,0.9828464847278452,0,0.0
55.0,8,0,0,0,8,0,0.0,0.0,12.952918029956688,0,0.0,0.9261719299893241,0,0.0
60.0,10,0,0,0,10,0,0.0,0.0,13.227720104458578,0,0.0,0.9302884236075222,0,0.0
65.0,12,0,0,0,12,0,0.0,0.0,13.710021192253679,0,0.0,0.9842265013877607,0,0.0
70.0,12,0,0,0,12,0,0.0,0.0,12.640685835982822,0,0.0,0.9072523646477503,0,0.0
75.0,14,0,2,0,14,0,6.0,0.42857142857142855,11.656012397111581,2,6.0,0.8213297209014545,2,6.0
80.0,14,0,2,0,14,0,16.0,1.1428571428571428,11.905819633460037,2,16.0,0.8369287978660924,2,16.0
85.0,16,0,2,0,16,0,26.0,1.625,10.062314164251436,2,26.0,0.7070985525813724,2,26.0
90.0,16,0,4,0,16,0,46.0,2.875,10.53122535848287,4,46.0,0.7383972493447822,4,46.0
95.0,20,0,4,0,20,0,66.0,3.3,10.246881591618486,4,66.0,0.7232816541070635,4,66.0
100.0,24,0,5,0,24,0,87.0,3.625,9.951422273047775,5,87.0,0.7076685402195878,5,87.0
