step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,2,0,0,0,2,0,0.0,0.0,12.177042673807591,0,0.0,0.8075760841833597,0,0.0
20.0,2,0,0,0,2,0,0.0,0.0,15.055781255649123,0,0.0,0.9953322245924934,0,0.0
25.0,2,0,0,0,2,0,0.0,0.0,14.758911121111083,0,0.0,0.975324990925168,0,0.0
30.0,3,0,0,0,3,0,0.0,0.0,14.065929698291049,0,0.0,0.9400892503853998,0,0.0
35.0,4,0,0,0,4,0,0.0,0.0,13.91376419013446,0,0.0,0.9409932133200427,0,0.0
40.0,5,0,0,0,5,0,0.0,0.0,13.877134512531473,0,0.0,0.9818280922119005,0,0.0
45.0,6,0,0,0,6,0,0.0,0.0,13.638219337719411,0,0.0,0.9616803052028781,0,0.0
50.0,6,0,0,0,6,0,0.0,0.0,13.857430915007717,0,0.0,0.9773106792172217,0,0.0
55.0,8,0,0,0,8,0,0.0,0.0,13.229434986416162,0,0.0,0.9224242361103154,0,0.0
60.0,10,0,0,0,10,0,0.0,0.0,13.369233510398228,0,0.0,0.9387818287314802,0,0.0
65.0,12,0,0,0,12,0,0.0,0.0,13.671318297197123,0,0.0,0.9498866878032065,0,0.0
70.0,12,0,1,0,12,0,1.0,0.08333333333333333,12.842448894828003,1,1.0,0.8854640761939294,1,1.0
75.0,14,0,1,0,14,0,6.0,0.42857142857142855,12.872400381570788,1,6.0,0.8894644633753983,1,6.0
80.0,14,0,1,0,14,0,11.0,0.7857142857142857,13.054503520426227,1,11.0,0.8976271491995274,1,11.0
85.0,16,0,1,0,16,0,16.0,1.0,12.758080902661678,1,16.0,0.8873950391084142,1,16.0
90.0,16,0,2,0,16,0,22.0,1.375,12.152285920611845,2,22.0,0.8426188069382984,2,22.0
95.0,20,0,2,0,20,0,32.0,1.6,11.58790006217353,2,32.0,0.8105663772810908,2,32.0
100.0,24,0,3,0,24,0,44.0,1.8333333333333333,11.553978245995635,3,44.0,0.820117680350894,3,44.0
